Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,mrp_rupees,selling_price_rupees,savings,discount_category,stock_status,price_category,weight_category,quantity_category,sku_id
Packaged Food,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,False,200,65.0,61.0,4.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,1585
Packaged Food,MTR Seviyan Vermicelli ,4200,0,2,4200,400,False,400,42.0,42.0,0.0,No Discount,Low Stock,Budget,Medium,Bulk Pack,1586
Packaged Food,Pantai Oyster Sauce,27500,14,4,23400,200,False,200,275.0,234.0,41.0,Medium Discount,Low Stock,Mid-Range,Light,Bulk Pack,1587
Packaged Food,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,False,200,99.0,94.0,5.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,1588
Packaged Food,MTR Ready To Eat Paneer Butter Masala,13500,9,2,12200,300,False,300,135.0,122.0,13.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1589
Packaged Food,Nestle Lactogen Stage 2 Follow-up Formula Powder,34000,0,2,34000,400,False,400,340.0,340.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1590
Packaged Food,Kellogg's Crunchy Bites Chocos,19000,10,6,17100,375,False,375,190.0,171.0,19.0,Low Discount,In Stock,Affordable,Medium,Bulk Pack,1591
Packaged Food,Veeba Hot Sweet Tomato Chilli Sauce,10400,20,3,8300,500,False,500,104.0,83.0,21.0,Medium Discount,Low Stock,Affordable,Medium,Bulk Pack,1592
Packaged Food,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,False,500,250.0,149.0,101.0,High Discount,In Stock,Affordable,Medium,Bulk Pack,1593
Packaged Food,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,False,400,169.0,156.0,13.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1594
Packaged Food,Pantai Red Curry Paste,6000,0,4,6000,50,False,50,60.0,60.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,1595
Packaged Food,ITC Master Chef Chicken Seekh Kabab,32500,0,6,32500,500,False,500,325.0,325.0,0.0,No Discount,In Stock,Mid-Range,Medium,Bulk Pack,1596
Packaged Food,Del Monte Pizza & Pasta Sauce Spout Pack,9900,0,3,9900,400,False,400,99.0,99.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1597
Packaged Food,Pantai Sriracha Red Chilli Sauce,22500,15,6,19100,200,False,200,225.0,191.0,34.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,1598
Packaged Food,Hershey's Cocoa Spread,29500,0,3,29500,350,False,350,295.0,295.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1599
Packaged Food,Maggi Ghee Tadka Upma Express Pouch,2500,0,6,2500,65,False,65,25.0,25.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,1600
Packaged Food,Ching's Secret Manchurian Noodles,9100,0,5,9100,360,False,360,91.0,91.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1601
Packaged Food,Kellogg's All Bran Wheat Flakes,22000,6,5,20500,425,False,425,220.0,205.0,15.0,Low Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1602
Packaged Food,Yummiez Chicken Breakfast Sausages,15000,0,3,15000,250,False,250,150.0,150.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,1603
Packaged Food,Pantai Red Curry Paste,15000,14,3,12800,114,False,114,150.0,128.0,22.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,1604
Packaged Food,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,33000,10,6,29700,400,False,400,330.0,297.0,33.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,1605
Packaged Food,Quaker Oats Pouch,27600,10,6,24800,1500,False,1,276.0,248.0,28.0,Low Discount,In Stock,Mid-Range,Extra Heavy,Single,1606
Packaged Food,Prasuma Momos -  Cheesy Spicy Veg,29500,0,6,29500,24,False,24,295.0,295.0,0.0,No Discount,In Stock,Mid-Range,Light,Bulk Pack,1607
Packaged Food,Veeba Sriracha Chilli Garlic Sauce,14900,8,5,13700,320,False,320,149.0,137.0,12.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1608
Packaged Food,Ching's Secret Just Soak - Veg Hakka Noodles,11500,0,6,11500,600,False,600,115.0,115.0,0.0,No Discount,In Stock,Affordable,Heavy,Bulk Pack,1609
Packaged Food,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,False,175,280.0,140.0,140.0,Very High Discount,Low Stock,Affordable,Light,Bulk Pack,1610
Packaged Food,Figaro Plain Green Olive ,17900,0,6,17900,450,False,450,179.0,179.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1611
Packaged Food,Mother's Recipe Gujrati Gorkeri Pickle,14000,10,3,12600,500,False,500,140.0,126.0,14.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1612
Packaged Food,Kellogg's Muesli 20% Nuts Delight,32000,0,6,32000,500,False,500,320.0,320.0,0.0,No Discount,In Stock,Mid-Range,Medium,Bulk Pack,1613
Packaged Food,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,False,500,250.0,250.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1614
Packaged Food,Kellogg's Chocos,29900,10,4,26900,700,False,700,299.0,269.0,30.0,Low Discount,Low Stock,Mid-Range,Heavy,Bulk Pack,1615
Packaged Food,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,62000,0,1,62000,400,False,400,620.0,620.0,0.0,No Discount,Low Stock,Premium,Medium,Bulk Pack,1616
Packaged Food,Veeba Truly Tomato Ketchup,9900,20,6,7900,500,False,500,99.0,79.0,20.0,Medium Discount,In Stock,Affordable,Medium,Bulk Pack,1617
Packaged Food,Ching's Secret Green Chilli Sauce,8500,4,1,8100,680,False,680,85.0,81.0,4.0,Low Discount,Low Stock,Affordable,Heavy,Bulk Pack,1618
Packaged Food,MTR Roasted Vermicelli ,5500,0,1,5500,400,False,400,55.0,55.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1619
Packaged Food,Mother's Recipe Punjabi Teekha Mang Pickle,12000,10,4,10800,400,False,400,120.0,108.0,12.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1620
Packaged Food,Ching's Secret Hot Garlic Instant Noodles,11400,0,6,11400,480,False,480,114.0,114.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1621
Packaged Food,Kellogg's Real Honey Corn Flakes,29000,7,5,26700,630,False,630,290.0,267.0,23.0,Low Discount,Low Stock,Mid-Range,Heavy,Bulk Pack,1622
Packaged Food,ITC Master Chef Lebanese Falafel Kebab,13000,4,4,12400,230,False,230,130.0,124.0,6.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,1623
Packaged Food,Kelloggs Chocos Fills Double Chocolaty,18500,10,5,16500,250,False,250,185.0,165.0,20.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,1624
Packaged Food,Organic India Apple Cider Vinegar,59500,9,2,53600,500,False,500,595.0,536.0,59.0,Low Discount,Low Stock,Premium,Medium,Bulk Pack,1625
Packaged Food,Masala Oats Masala & Coriander ,19500,9,5,17600,500,False,500,195.0,176.0,19.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1626
Packaged Food,Ching's Secret  Noodles - Pad Thai Lemongras,20000,0,5,20000,130,False,130,200.0,200.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,1627
Packaged Food,Bagrrys Fruit and Nut Muesli with Cranberries,49900,0,5,49900,750,False,750,499.0,499.0,0.0,No Discount,Low Stock,Mid-Range,Heavy,Bulk Pack,1628
Packaged Food,Kitchens Of India Yellow Dal Tadka,11000,30,6,7700,285,False,285,110.0,77.0,33.0,High Discount,In Stock,Affordable,Medium,Bulk Pack,1629
Packaged Food,Soulfull Vanilla Fills - Ragi Bites,16900,5,6,16000,250,False,250,169.0,160.0,9.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,1630
Packaged Food,Pantai Teriyaki Sauce with Garlic,32500,15,6,27600,200,False,200,325.0,276.0,49.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,1631
Packaged Food,Whiskas Adult Pocket Tuna Cat Food,41000,0,1,41000,1200,False,1,410.0,410.0,0.0,No Discount,Low Stock,Mid-Range,Extra Heavy,Single,1632
Packaged Food,Kitchens Of India Chicken Darbari ,20000,30,4,14000,285,False,285,200.0,140.0,60.0,High Discount,Low Stock,Affordable,Medium,Bulk Pack,1633
Packaged Food,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,29900,10,6,26900,400,False,400,299.0,269.0,30.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,1634
Packaged Food,Smith & Jones Red Pasta Sauce Mix,4000,0,6,4000,46,False,46,40.0,40.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,1635
Packaged Food,Kellogg's Muesli Nuts Delight,42500,9,3,38300,750,False,750,425.0,383.0,42.0,Low Discount,Low Stock,Mid-Range,Heavy,Bulk Pack,1636
Packaged Food,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,False,285,110.0,77.0,33.0,High Discount,In Stock,Affordable,Medium,Bulk Pack,1637
Packaged Food,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,False,325,215.0,172.0,43.0,Medium Discount,In Stock,Affordable,Medium,Bulk Pack,1638
Packaged Food,Remia Mayonnaise,23000,0,6,23000,241,False,241,230.0,230.0,0.0,No Discount,In Stock,Mid-Range,Light,Bulk Pack,1639
Packaged Food,Ching's Secret Green Chilli Sauce,10500,0,6,10500,425,False,425,105.0,105.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1640
Packaged Food,Bagrrys Fruit N Fibre Muesli - Strawberry,59500,0,1,59500,1000,False,1,595.0,595.0,0.0,No Discount,Low Stock,Premium,Heavy,Single,1641
Packaged Food,Ching's Secret Tomato Oats Instant Soup,1500,0,3,1500,20,False,20,15.0,15.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,1642
Packaged Food,Kellogg's Special K Original Corn Flakes,14000,5,1,13300,290,False,290,140.0,133.0,7.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1643
Packaged Food,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,28000,50,5,14000,175,False,175,280.0,140.0,140.0,Very High Discount,Low Stock,Affordable,Light,Bulk Pack,1644
Packaged Food,Tong Garden Wasabi Green Peas,17500,4,6,16700,150,False,150,175.0,167.0,8.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,1645
Packaged Food,Ching's Secret Red Chilli Sauce,10500,0,4,10500,440,False,440,105.0,105.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1646
Packaged Food,Ching's Instant Hot and Sour Soup,5500,0,5,5500,55,False,55,55.0,55.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,1647
Packaged Food,Ching's Secret Noodles - Pad Thai Original,20000,0,6,20000,130,False,130,200.0,200.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1648
Packaged Food,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,5500,30,5,3800,80,False,80,55.0,38.0,17.0,High Discount,Low Stock,Budget,Light,Bulk Pack,1649
Packaged Food,Del Monte Black Sliced Olives,25000,0,1,25000,450,False,450,250.0,250.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1650
Packaged Food,Kitchens Of India Murgh Methi,22000,30,5,15400,285,False,285,220.0,154.0,66.0,High Discount,Low Stock,Affordable,Medium,Bulk Pack,1651
Packaged Food,Nestle Cerelac 5 Grains & Fruits Cereal,28800,0,6,28800,300,False,300,288.0,288.0,0.0,No Discount,In Stock,Mid-Range,Medium,Bulk Pack,1652
Packaged Food,The Whole Truth - 5 Grain Muesli No Added Sugar,32500,20,6,26000,350,False,350,325.0,260.0,65.0,Medium Discount,In Stock,Mid-Range,Medium,Bulk Pack,1653
Packaged Food,Ching's Secret  Pad Thai Noodles Green Curry,20000,0,6,20000,130,False,130,200.0,200.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1654
Packaged Food,Aashirvaad Suji Halwa With Jaggery,7500,0,6,7500,70,False,70,75.0,75.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1655
Packaged Food,Mother's Recipe Mango Pickle ,12000,0,1,12000,400,False,400,120.0,120.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1656
Packaged Food,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,20000,0,6,20000,130,False,130,200.0,200.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1657
Packaged Food,Kellogg's Special K Original Corn Flakes,39900,11,6,35500,900,False,900,399.0,355.0,44.0,Medium Discount,In Stock,Mid-Range,Heavy,Bulk Pack,1658
Packaged Food,Knorr Sweet Corn Chicken Soup,5500,0,2,5500,42,False,42,55.0,55.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,1659
Packaged Food,Ching's Secret Tomato Soup,5500,0,6,5500,55,False,55,55.0,55.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1660
Packaged Food,Funfoods Peanut Butter Creamy,16900,0,1,16900,400,False,400,169.0,169.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1661
Packaged Food,Japanese Choice Udon Noodles,29500,9,6,26600,250,False,250,295.0,266.0,29.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,1662
Packaged Food,Kelloggs Muesli - With 22% Fruit Magic,32000,10,5,28800,500,False,500,320.0,288.0,32.0,Low Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1663
Packaged Food,Dabur Hommade - Kalonji Tamatar Ki Chutney,6500,6,6,6100,200,False,200,65.0,61.0,4.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,1664
Packaged Food,Kitchens Of India Dal Makhani,11000,30,1,7700,285,False,285,110.0,77.0,33.0,High Discount,Low Stock,Affordable,Medium,Bulk Pack,1665
Packaged Food,Aashirvaad Suji Halwa With Jaggery,5500,30,6,3800,80,False,80,55.0,38.0,17.0,High Discount,In Stock,Budget,Light,Bulk Pack,1666
Packaged Food,Del Monte Green Chili Sauce,5500,0,3,5500,190,False,190,55.0,55.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,1667
Packaged Food,Pedigree Dog Food Adult Chicken & Veg,66000,10,1,59400,3000,False,3,660.0,594.0,66.0,Low Discount,Low Stock,Premium,Bulk,Small Pack,1668
Packaged Food,Kellogg's Original Corn Flakes,18500,5,6,17500,475,False,475,185.0,175.0,10.0,Low Discount,In Stock,Affordable,Medium,Bulk Pack,1669
Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,69000,6,2,64800,3000,False,3,690.0,648.0,42.0,Low Discount,Low Stock,Premium,Bulk,Small Pack,1670
Packaged Food,Kitchens Of India Rajma Masala,11000,30,5,7700,285,False,285,110.0,77.0,33.0,High Discount,Low Stock,Affordable,Medium,Bulk Pack,1671
Packaged Food,Kitchen Of India Ready-To-Eat Pindi Channa,11000,30,2,7700,285,False,285,110.0,77.0,33.0,High Discount,Low Stock,Affordable,Medium,Bulk Pack,1672
Packaged Food,Figaro Pitted Black Olive ,17900,0,6,17900,450,False,450,179.0,179.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1673
Packaged Food,Cantina Tabasco Red Sauce,14000,15,6,11900,60,False,60,140.0,119.0,21.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,1674
Packaged Food,Mother's Recipe Pickle - Mixed,14900,26,6,10900,500,False,500,149.0,109.0,40.0,High Discount,In Stock,Affordable,Medium,Bulk Pack,1675
Packaged Food,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,27900,0,5,27900,300,False,300,279.0,279.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1676
Packaged Food,Mother's Recipe Tamarind Paste,5000,2,2,4900,200,False,200,50.0,49.0,1.0,Low Discount,Low Stock,Budget,Light,Bulk Pack,1677
Packaged Food,Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,14000,20,6,11200,80,False,80,140.0,112.0,28.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,1678
Packaged Food,Veeba Peri Peri Sauce,16100,0,6,16100,300,False,300,161.0,161.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1679
Packaged Food,Pantai Sriracha Yellow Chilli Sauce,22500,15,6,19100,200,False,200,225.0,191.0,34.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,1680
Packaged Food,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,False,500,190.0,169.0,21.0,Medium Discount,In Stock,Affordable,Medium,Bulk Pack,1681
Packaged Food,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles,12300,0,6,12300,600,False,600,123.0,123.0,0.0,No Discount,In Stock,Affordable,Heavy,Bulk Pack,1682
Packaged Food,Pantai Spring Roll Sauce,27500,10,6,24500,200,False,200,275.0,245.0,30.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,1683
Packaged Food,MTR Vermicelli Payasam,7500,0,6,7500,180,False,180,75.0,75.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1684
Packaged Food,Bagrrys Corn Flakes,35000,0,6,35000,880,False,800,350.0,350.0,0.0,No Discount,In Stock,Mid-Range,Heavy,Bulk Pack,1685
Packaged Food,MTR Ready To Eat Palak Paneer ,13500,11,6,12000,300,False,300,135.0,120.0,15.0,Medium Discount,In Stock,Affordable,Medium,Bulk Pack,1686
Packaged Food,Del Monte Red Chili Sauce,5500,0,5,5500,190,False,190,55.0,55.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,1687
Packaged Food,Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,False,285,120.0,84.0,36.0,High Discount,Low Stock,Affordable,Medium,Bulk Pack,1688
Packaged Food,Pantai Green Curry Paste,6000,6,6,5600,50,False,50,60.0,56.0,4.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,1689
Packaged Food,The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,False,180,110.0,110.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1690
Packaged Food,MTR Dal Fry,11000,0,5,11000,300,False,300,110.0,110.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1691
Packaged Food,Pantai Fish Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,1692
Packaged Food,Cantina Beans Mexican Beans,25000,14,6,21300,410,False,410,250.0,213.0,37.0,Medium Discount,In Stock,Mid-Range,Medium,Bulk Pack,1693
Packaged Food,Ching's Secret Manchurian Instant Noodle,11400,0,6,11400,480,False,480,114.0,114.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1694
Packaged Food,Remia Salad Italian Dressing ,23000,0,6,23000,250,False,250,230.0,230.0,0.0,No Discount,In Stock,Mid-Range,Light,Bulk Pack,1695
Packaged Food,Yummiez Veg Cheese Fingers Pouch,23000,0,4,23000,400,False,400,230.0,230.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1696
Packaged Food,MTR Dal Makhani,11000,0,4,11000,300,False,300,110.0,110.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,1697
Packaged Food,MTR Ready to Eat Pav Bhaji,11000,0,6,11000,300,False,300,110.0,110.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1698
Packaged Food,Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,False,77,25.0,25.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,1699
Packaged Food,Nestlé CERELAC Baby Cereal with Milk,27200,0,1,27200,300,False,300,272.0,272.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1700
Packaged Food,Remia Salad Caesar Dressing,25000,0,6,25000,250,False,250,250.0,250.0,0.0,No Discount,In Stock,Mid-Range,Light,Bulk Pack,1701
Packaged Food,Bagrrys Fruit N Fibre Muesli Mixed Fruit,33000,0,6,33000,500,False,500,330.0,330.0,0.0,No Discount,In Stock,Mid-Range,Medium,Bulk Pack,1702
Packaged Food,MTR Paneer Butter Masala & Veg Pulao,17500,9,4,15800,375,False,375,175.0,158.0,17.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,1703
Packaged Food,Sundrop Cocoa Nut Hazelnut Chocolatey Spread,12000,0,6,12000,160,False,160,120.0,120.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1704
Packaged Food,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,28000,50,6,14000,175,False,175,280.0,140.0,140.0,Very High Discount,In Stock,Affordable,Light,Bulk Pack,1705
Packaged Food,Pedigree Dog Food Adult Meat & Rice,66000,7,2,60800,3000,False,3,660.0,608.0,52.0,Low Discount,Low Stock,Premium,Bulk,Small Pack,1706
Packaged Food,Pantai Sriracha Green Chilli Sauce,22500,15,6,19100,200,False,200,225.0,191.0,34.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,1707
Packaged Food,Pantai Chilli Garlic Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,1708
Packaged Food,Pantai Dark Soy Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,1709
Packaged Food,Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,False,400,249.0,249.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1710
Packaged Food,Cantina Tabasco Green Sauce,14000,15,6,11900,60,False,60,140.0,119.0,21.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,1711
Packaged Food,Pantai Pad Thai Sauce (Non-Veg),32500,9,5,29300,200,False,200,325.0,293.0,32.0,Low Discount,Low Stock,Mid-Range,Light,Bulk Pack,1712
Packaged Food,Pantai Sweet Chilli Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,1713
Packaged Food,Ching's Secret Schezwan Instant Noodle,11400,0,6,11400,480,False,480,114.0,114.0,0.0,No Discount,In Stock,Affordable,Medium,Bulk Pack,1714
Packaged Food,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,False,400,250.0,250.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1715
Packaged Food,Pediasure Premium Chocolate Powdered Health Drink,61000,0,2,61000,400,False,400,610.0,610.0,0.0,No Discount,Low Stock,Premium,Medium,Bulk Pack,1716
Packaged Food,Chings Secret Hot Garlic Instant Noodles,9100,0,6,9100,60,False,60,91.0,91.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,1717
Packaged Food,Godrej Yummiez Cheese Corn Nuggets ,23000,0,4,23000,400,False,400,230.0,230.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,1718
Packaged Food,Pantai Hot Chilli Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,1719
Packaged Food,Knorr International Mexican Tomato Corn Soup ,6500,6,3,6100,52,False,52,65.0,61.0,4.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,1720
Packaged Food,Bagrry's Fruit Fibre Muesli Mixed Fruit ,59500,0,5,59500,1000,False,1,595.0,595.0,0.0,No Discount,Low Stock,Premium,Heavy,Single,1721
Packaged Food,MTR Roasted Vermicelli ,10500,0,4,10500,850,False,850,105.0,105.0,0.0,No Discount,Low Stock,Affordable,Heavy,Bulk Pack,1722
Packaged Food,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,True,280,44.0,44.0,0.0,No Discount,Out of Stock,Budget,Medium,Bulk Pack,1723
Packaged Food,"Kurkure Green Chutney, Rajasthani Style",2000,0,0,2000,90,True,90,20.0,20.0,0.0,No Discount,Out of Stock,Budget,Light,Bulk Pack,1724
Packaged Food,Kellogg's Chocos Combo Pack,6000,6,0,5600,156,True,156,60.0,56.0,4.0,Low Discount,Out of Stock,Affordable,Light,Bulk Pack,1725
Packaged Food,Kissan Mixed Fruit Jam ,15500,0,0,15500,500,True,500,155.0,155.0,0.0,No Discount,Out of Stock,Affordable,Medium,Bulk Pack,1726
Packaged Food,Lijjat Urad Papad,6000,5,0,5700,200,True,200,60.0,57.0,3.0,Low Discount,Out of Stock,Affordable,Light,Bulk Pack,1727
Packaged Food,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,True,200,85.0,85.0,0.0,No Discount,Out of Stock,Affordable,Light,Bulk Pack,1728
Packaged Food,Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,True,200,50.0,38.0,12.0,Medium Discount,Out of Stock,Budget,Light,Bulk Pack,1729
Packaged Food,Maggi Magic Cubes Chicken,4000,2,0,3900,40,True,40,40.0,39.0,1.0,Low Discount,Out of Stock,Budget,Light,Bulk Pack,1730
Packaged Food,Pedigree Puppy Chicken Chunks in Gravy ,3500,2,0,3400,70,True,70,35.0,34.0,1.0,Low Discount,Out of Stock,Budget,Light,Bulk Pack,1731
Packaged Food,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,True,325,185.0,148.0,37.0,Medium Discount,Out of Stock,Affordable,Medium,Bulk Pack,1732
Packaged Food,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,True,20,10.0,10.0,0.0,No Discount,Out of Stock,Budget,Light,Bulk Pack,1733
Packaged Food,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,True,500,60.0,57.0,3.0,Low Discount,Out of Stock,Affordable,Medium,Bulk Pack,1734
Packaged Food,Safal Frozen Corn,4100,4,0,3900,200,True,200,41.0,39.0,2.0,Low Discount,Out of Stock,Budget,Light,Bulk Pack,1735
Packaged Food,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,True,200,85.0,82.0,3.0,Low Discount,Out of Stock,Affordable,Light,Bulk Pack,1736
Packaged Food,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,True,600,107.0,107.0,0.0,No Discount,Out of Stock,Affordable,Heavy,Bulk Pack,1737
Packaged Food,Saffola Oats 100 % Natural,1500,0,0,1500,38,True,38,15.0,15.0,0.0,No Discount,Out of Stock,Budget,Light,Bulk Pack,1738
Packaged Food,Lijjat Moong Papad,6000,5,0,5700,200,True,200,60.0,57.0,3.0,Low Discount,Out of Stock,Affordable,Light,Bulk Pack,1739
Packaged Food,Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,True,70,31.0,28.0,3.0,Low Discount,Out of Stock,Budget,Light,Bulk Pack,1740
Packaged Food,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,True,70,50.0,50.0,0.0,No Discount,Out of Stock,Budget,Light,Bulk Pack,1741
Packaged Food,Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,True,250,69.0,63.0,6.0,Low Discount,Out of Stock,Affordable,Light,Bulk Pack,1742
Packaged Food,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,True,240,48.0,45.0,3.0,Low Discount,Out of Stock,Budget,Light,Bulk Pack,1743
Packaged Food,Top Ramen Masala,9100,9,0,8200,560,True,560,91.0,82.0,9.0,Low Discount,Out of Stock,Affordable,Heavy,Bulk Pack,1744
