Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,mrp_rupees,selling_price_rupees,savings,discount_category,stock_status,price_category,weight_category,quantity_category,sku_id
Fruits & Vegetables,Onion,2500,16,3,2100,1000,False,1,25.0,21.0,4.0,Medium Discount,Low Stock,Budget,Heavy,Single,1
Fruits & Vegetables,Tomato Hybrid,4200,16,3,3500,1000,False,1,42.0,35.0,7.0,Medium Discount,Low Stock,Budget,Heavy,Single,2
Fruits & Vegetables,Tender Coconut,5100,15,3,4300,58,False,1,51.0,43.0,8.0,Medium Discount,Low Stock,Budget,Light,Single,3
Fruits & Vegetables,Coriander Leaves,2000,15,3,1700,100,False,100,20.0,17.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,4
Fruits & Vegetables,Ladies Finger ,1400,14,3,1200,250,False,250,14.0,12.0,2.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,5
Fruits & Vegetables,Potato,3500,17,3,2900,1000,False,1,35.0,29.0,6.0,Medium Discount,Low Stock,Budget,Heavy,Single,6
Fruits & Vegetables,Lemon,7500,16,3,6300,200,False,200,75.0,63.0,12.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,7
Fruits & Vegetables,Watermelon ,5800,15,3,4900,58,False,1,58.0,49.0,9.0,Medium Discount,Low Stock,Budget,Light,Single,8
Fruits & Vegetables,Capsicum Green ,2300,17,3,1900,250,False,250,23.0,19.0,4.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,9
Fruits & Vegetables,Chilli Green ,1900,15,3,1600,100,False,100,19.0,16.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,10
Fruits & Vegetables,Banana Robusta,2900,17,3,2400,348,False,6,29.0,24.0,5.0,Medium Discount,Low Stock,Budget,Medium,Large Pack,11
Fruits & Vegetables,Garlic Indian ,1100,18,3,900,100,False,100,11.0,9.0,2.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,12
Fruits & Vegetables,Cauliflower,2600,15,3,2200,58,False,1,26.0,22.0,4.0,Medium Discount,Low Stock,Budget,Light,Single,13
Fruits & Vegetables,Ginger,1400,14,3,1200,200,False,200,14.0,12.0,2.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,14
Fruits & Vegetables,Spinach,1900,15,3,1600,250,False,250,19.0,16.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,15
Fruits & Vegetables,Muskmelon,4200,16,3,3500,58,False,1,42.0,35.0,7.0,Medium Discount,Low Stock,Budget,Light,Single,16
Fruits & Vegetables,Cabbage ,1500,13,3,1300,58,False,1,15.0,13.0,2.0,Medium Discount,Low Stock,Budget,Light,Single,17
Fruits & Vegetables,Methi,3000,16,3,2500,250,False,250,30.0,25.0,5.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,18
Fruits & Vegetables,Broccoli,3600,16,3,3000,500,False,500,36.0,30.0,6.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,19
Fruits & Vegetables,Sapota,3000,16,3,2500,348,False,6,30.0,25.0,5.0,Medium Discount,Low Stock,Budget,Medium,Large Pack,20
Fruits & Vegetables,Onion,6800,16,3,5700,3000,False,3,68.0,57.0,11.0,Medium Discount,Low Stock,Affordable,Bulk,Small Pack,21
Fruits & Vegetables,Potato,10000,16,3,8400,3000,False,3,100.0,84.0,16.0,Medium Discount,Low Stock,Affordable,Bulk,Small Pack,22
Fruits & Vegetables,Orange Nagpur,8200,15,3,6900,232,False,4,82.0,69.0,13.0,Medium Discount,Low Stock,Affordable,Light,Medium Pack,23
Fruits & Vegetables,Mint Leaves ,1100,18,3,900,100,False,100,11.0,9.0,2.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,24
Fruits & Vegetables,Beans French,3300,15,3,2800,250,False,250,33.0,28.0,5.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,25
Fruits & Vegetables,Bottle Gourd ,2600,15,3,2200,58,False,1,26.0,22.0,4.0,Medium Discount,Low Stock,Budget,Light,Single,26
Fruits & Vegetables,Banana Elaichi ,5800,15,3,4900,348,False,6,58.0,49.0,9.0,Medium Discount,Low Stock,Budget,Medium,Large Pack,27
Fruits & Vegetables,Coconut Big,3600,16,3,3000,58,False,1,36.0,30.0,6.0,Medium Discount,Low Stock,Budget,Light,Single,28
Fruits & Vegetables,Curry Leaves,1300,15,3,1100,50,False,50,13.0,11.0,2.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,29
Fruits & Vegetables,Brinjal Bharta,1900,15,3,1600,58,False,1,19.0,16.0,3.0,Medium Discount,Low Stock,Budget,Light,Single,30
Fruits & Vegetables,Lettuce Iceberg,2500,16,3,2100,250,False,250,25.0,21.0,4.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,31
Fruits & Vegetables,Papaya,5400,16,3,4500,58,False,1,54.0,45.0,9.0,Medium Discount,Low Stock,Budget,Light,Single,32
Fruits & Vegetables,Apple Shimla,14200,16,3,11900,232,False,4,142.0,119.0,23.0,Medium Discount,Low Stock,Affordable,Light,Medium Pack,33
Fruits & Vegetables,Bitter Gourd,1800,16,3,1500,250,False,250,18.0,15.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,34
Fruits & Vegetables,Brinjal Small,1800,16,3,1500,250,False,250,18.0,15.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,35
Fruits & Vegetables,Sweet Corn,3600,16,3,3000,116,False,2,36.0,30.0,6.0,Medium Discount,Low Stock,Budget,Light,Small Pack,36
Fruits & Vegetables,Spring Onion ,1800,16,3,1500,250,False,250,18.0,15.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,37
Fruits & Vegetables,Bell Peppers Red & Yellow ,11800,16,3,9900,116,False,2,118.0,99.0,19.0,Medium Discount,Low Stock,Affordable,Light,Small Pack,38
Fruits & Vegetables,Pomegranate ,10600,16,3,8900,116,False,2,106.0,89.0,17.0,Medium Discount,Low Stock,Affordable,Light,Small Pack,39
Fruits & Vegetables,Sweet Lime,3000,16,3,2500,116,False,2,30.0,25.0,5.0,Medium Discount,Low Stock,Budget,Light,Small Pack,40
Fruits & Vegetables,Baby Potato,1900,15,3,1600,500,False,500,19.0,16.0,3.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,41
Fruits & Vegetables,Coccinia,3200,15,3,2700,250,False,250,32.0,27.0,5.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,42
Fruits & Vegetables,Guava,5400,16,3,4500,232,False,4,54.0,45.0,9.0,Medium Discount,Low Stock,Budget,Light,Medium Pack,43
Fruits & Vegetables,Apple Washington,17700,15,3,14900,232,False,4,177.0,149.0,28.0,Medium Discount,Low Stock,Affordable,Light,Medium Pack,44
Fruits & Vegetables,Amla,3200,15,3,2700,250,False,250,32.0,27.0,5.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,45
Fruits & Vegetables,Beans Cluster,3000,16,3,2500,250,False,250,30.0,25.0,5.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,46
Fruits & Vegetables,Apple Royal Gala,18900,15,3,15900,232,False,4,189.0,159.0,30.0,Medium Discount,Low Stock,Affordable,Light,Medium Pack,47
Fruits & Vegetables,Chilli Bhaji,3000,16,3,2500,250,False,250,30.0,25.0,5.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,48
Fruits & Vegetables,Lettuce Green,2300,17,3,1900,100,False,100,23.0,19.0,4.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,49
Fruits & Vegetables,Baby Corn Peeled,3500,17,3,2900,250,False,250,35.0,29.0,6.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,50
Fruits & Vegetables,Mixed Sprouts,3500,17,3,2900,200,False,200,35.0,29.0,6.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,51
Fruits & Vegetables,Zucchini Green,3500,17,3,2900,250,False,250,35.0,29.0,6.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,52
Fruits & Vegetables,Beans Broad,4200,16,3,3500,250,False,250,42.0,35.0,7.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,53
Fruits & Vegetables,Raw Banana,2000,15,6,1700,500,False,500,20.0,17.0,3.0,Medium Discount,In Stock,Budget,Medium,Bulk Pack,54
Fruits & Vegetables,Colocasia ,2900,17,6,2400,500,False,500,29.0,24.0,5.0,Medium Discount,In Stock,Budget,Medium,Bulk Pack,55
Fruits & Vegetables,Tomato Cherry ,3500,17,3,2900,200,False,200,35.0,29.0,6.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,56
Fruits & Vegetables,Sweet Potato ,3800,15,3,3200,500,False,500,38.0,32.0,6.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,57
Fruits & Vegetables,Pineapple Slice,8900,15,3,7500,200,False,200,89.0,75.0,14.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,58
Fruits & Vegetables,Orange,5400,16,3,4500,116,False,2,54.0,45.0,9.0,Medium Discount,Low Stock,Budget,Light,Small Pack,59
Fruits & Vegetables,Dragon Fruit Imported,7000,15,3,5900,58,False,1,70.0,59.0,11.0,Medium Discount,Low Stock,Affordable,Light,Single,60
Fruits & Vegetables,Zucchini Yellow,4200,16,3,3500,250,False,500,42.0,35.0,7.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,61
Fruits & Vegetables,Apple Kinnaur,14200,16,6,11900,232,False,4,142.0,119.0,23.0,Medium Discount,In Stock,Affordable,Light,Medium Pack,62
Fruits & Vegetables,Pineapple,9400,15,3,7900,58,False,1,94.0,79.0,15.0,Medium Discount,Low Stock,Affordable,Light,Single,63
Fruits & Vegetables,Basil,2000,15,3,1700,100,False,100,20.0,17.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,64
Fruits & Vegetables,Parsley,1700,17,3,1400,100,False,100,17.0,14.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,65
Fruits & Vegetables,Ridge Gourd,3000,16,3,2500,500,False,500,30.0,25.0,5.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,66
Fruits & Vegetables,Papaya Cut,4600,15,3,3900,200,False,200,46.0,39.0,7.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,67
Fruits & Vegetables,Pomegranate Peeled,5800,15,2,4900,100,False,100,58.0,49.0,9.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,68
Fruits & Vegetables,Pear Green Imported,8200,15,3,6900,116,False,2,82.0,69.0,13.0,Medium Discount,Low Stock,Affordable,Light,Small Pack,69
Fruits & Vegetables,Guava Thai,7000,15,3,5900,116,False,2,70.0,59.0,11.0,Medium Discount,Low Stock,Affordable,Light,Small Pack,70
Fruits & Vegetables,Lettuce Red,2000,15,3,1700,100,False,100,20.0,17.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,71
Fruits & Vegetables,Mango Raw,6000,16,3,5000,500,False,500,60.0,50.0,10.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,72
Fruits & Vegetables,Biryani /Pulav Mix,5800,15,3,4900,250,False,250,58.0,49.0,9.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,73
Fruits & Vegetables,Banana Nendran,5400,16,6,4500,500,False,500,54.0,45.0,9.0,Medium Discount,In Stock,Budget,Medium,Bulk Pack,74
Fruits & Vegetables,Pumpkin Cut,3000,16,3,2500,200,False,200,30.0,25.0,5.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,75
Fruits & Vegetables,Banana Red,5400,16,6,4500,500,False,500,54.0,45.0,9.0,Medium Discount,In Stock,Budget,Medium,Bulk Pack,76
Fruits & Vegetables,Radish White,2300,17,6,1900,500,False,500,23.0,19.0,4.0,Medium Discount,In Stock,Budget,Medium,Bulk Pack,77
Fruits & Vegetables,Avocado Indian Premium,17700,15,3,14900,58,False,1,177.0,149.0,28.0,Medium Discount,Low Stock,Affordable,Light,Single,78
Fruits & Vegetables,Banana Leaf,1200,16,2,1000,58,False,1,12.0,10.0,2.0,Medium Discount,Low Stock,Budget,Light,Single,79
Fruits & Vegetables,Sponge Gourd,2500,16,2,2100,300,False,300,25.0,21.0,4.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,80
Fruits & Vegetables,Zama Organics Carrot,2000,15,3,1700,250,False,250,20.0,17.0,3.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,81
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,False,1,110.0,105.0,5.0,Low Discount,Low Stock,Affordable,Heavy,Single,82
Fruits & Vegetables,Zama Organics Sweet Potato,3700,16,3,3100,250,False,250,37.0,31.0,6.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,83
Fruits & Vegetables,Beetroot,1600,18,3,1300,500,False,500,16.0,13.0,3.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,84
Fruits & Vegetables,Capsicum,2600,19,3,2100,500,False,500,26.0,21.0,5.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,85
Fruits & Vegetables,Carrot,1900,21,3,1500,500,False,500,19.0,15.0,4.0,Medium Discount,Low Stock,Budget,Medium,Bulk Pack,86
Fruits & Vegetables,Garlic,1700,23,3,1300,200,False,200,17.0,13.0,4.0,Medium Discount,Low Stock,Budget,Light,Bulk Pack,87
Fruits & Vegetables,Carrot,1300,15,0,1100,250,True,200,13.0,11.0,2.0,Medium Discount,Out of Stock,Budget,Light,Bulk Pack,88
Fruits & Vegetables,Beetroot,1100,18,0,900,250,True,250,11.0,9.0,2.0,Medium Discount,Out of Stock,Budget,Light,Bulk Pack,89
Fruits & Vegetables,Moong Sprouts,3500,17,0,2900,200,True,200,35.0,29.0,6.0,Medium Discount,Out of Stock,Budget,Light,Bulk Pack,90
Fruits & Vegetables,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,True,500,60.0,57.0,3.0,Low Discount,Out of Stock,Affordable,Medium,Bulk Pack,91
Fruits & Vegetables,Safal Frozen Corn,4100,4,0,3900,200,True,200,41.0,39.0,2.0,Low Discount,Out of Stock,Budget,Light,Bulk Pack,92
Fruits & Vegetables,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,True,1,160.0,152.0,8.0,Low Discount,Out of Stock,Affordable,Heavy,Single,93
Cooking Essentials,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,False,70,12.0,12.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,94
Cooking Essentials,iD Idli & Dosa Batter ,8000,15,6,6800,1000,False,1,80.0,68.0,12.0,Medium Discount,In Stock,Affordable,Heavy,Single,95
Cooking Essentials,Tata Salt,2400,0,6,2400,1000,False,1,24.0,24.0,0.0,No Discount,In Stock,Budget,Heavy,Single,96
Cooking Essentials,Arden Eggs White,9700,0,4,9700,696,False,12,97.0,97.0,0.0,No Discount,Low Stock,Affordable,Heavy,Bulk Pack,97
Cooking Essentials,Arden Eggs White,6500,15,4,5500,348,False,6,65.0,55.0,10.0,Medium Discount,Low Stock,Affordable,Medium,Large Pack,98
Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),23000,4,6,21900,1000,False,1,230.0,219.0,11.0,Low Discount,In Stock,Mid-Range,Heavy,Single,99
Cooking Essentials,Aashirvaad Superior MP Atta,25000,2,6,24500,5000,False,5,250.0,245.0,5.0,Low Discount,In Stock,Mid-Range,Bulk,Medium Pack,100
Cooking Essentials,Amul Pure Ghee (Pouch),25500,2,6,24900,500,False,500,255.0,249.0,6.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,101
Cooking Essentials,Arden Eggs Brown,8500,7,4,7900,348,False,6,85.0,79.0,6.0,Low Discount,Low Stock,Affordable,Medium,Large Pack,102
Cooking Essentials,Tata Salt Lite,4000,10,6,3600,1000,False,1,40.0,36.0,4.0,Low Discount,In Stock,Budget,Heavy,Single,103
Cooking Essentials,Saffola Gold Oil (Pouch),21500,0,6,21500,1000,False,1,215.0,215.0,0.0,No Discount,In Stock,Mid-Range,Heavy,Single,104
Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),92500,0,6,92500,5000,False,5,925.0,925.0,0.0,No Discount,In Stock,Premium,Bulk,Medium Pack,105
Cooking Essentials,Fortune Rice Bran (Pouch),22500,11,6,19900,1000,False,1,225.0,199.0,26.0,Medium Discount,In Stock,Affordable,Heavy,Single,106
Cooking Essentials,Saffola Active Oil,21000,0,6,21000,1000,False,1,210.0,210.0,0.0,No Discount,In Stock,Mid-Range,Heavy,Single,107
Cooking Essentials,Amul Pure Ghee (Pouch),50500,1,2,49900,1000,False,1,505.0,499.0,6.0,Low Discount,Low Stock,Mid-Range,Heavy,Single,108
Cooking Essentials,Aashirvaad Atta,46000,13,6,39900,10000,False,10,460.0,399.0,61.0,Medium Discount,In Stock,Mid-Range,Bulk,Large Pack,109
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),16000,6,4,14900,1000,False,1,160.0,149.0,11.0,Low Discount,Low Stock,Affordable,Heavy,Single,110
Cooking Essentials,Amul Ghee (Tin),52000,2,6,50900,1000,False,1,520.0,509.0,11.0,Low Discount,In Stock,Premium,Heavy,Single,111
Cooking Essentials,Amul Fresh Cream,19700,3,3,19100,1000,False,1,197.0,191.0,6.0,Low Discount,Low Stock,Affordable,Heavy,Single,112
Cooking Essentials,Popular Essentials Pure Jaggery,5000,2,6,4900,450,False,450,50.0,49.0,1.0,Low Discount,In Stock,Budget,Medium,Bulk Pack,113
Cooking Essentials,Aashirvaad Multigrain Atta,6400,3,2,6200,1000,False,1,64.0,62.0,2.0,Low Discount,Low Stock,Affordable,Heavy,Single,114
Cooking Essentials,Fortune Soyabean Oil,100500,0,6,99900,5000,False,5,1005.0,999.0,6.0,No Discount,In Stock,Premium,Bulk,Medium Pack,115
Cooking Essentials,Popular Essentials Sunflower Seeds,2500,0,6,2500,50,False,50,25.0,25.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,116
Cooking Essentials,Tata Sampann kabuli chana,18500,1,4,18300,1000,False,500,185.0,183.0,2.0,Low Discount,Low Stock,Affordable,Heavy,Bulk Pack,117
Cooking Essentials,Dhara Groundnut Oil (Pouch),23000,11,6,20300,1000,False,1,230.0,203.0,27.0,Medium Discount,In Stock,Mid-Range,Heavy,Single,118
Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,120000,18,6,98400,5000,False,5,1200.0,984.0,216.0,Medium Discount,In Stock,Premium,Bulk,Medium Pack,119
Cooking Essentials,24 Mantra Organic Jaggery Powder,8000,15,6,6800,500,False,500,80.0,68.0,12.0,Medium Discount,In Stock,Affordable,Medium,Bulk Pack,120
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,9400,0,1,9400,500,False,500,94.0,94.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,121
Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,125000,8,6,114300,5000,False,5,1250.0,1143.0,107.0,Low Discount,In Stock,High-End,Bulk,Medium Pack,122
Cooking Essentials,D'lecta Dairy Cream,5400,5,6,5100,200,False,200,54.0,51.0,3.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,123
Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,False,60,15.0,15.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,124
Cooking Essentials,Dabur Ginger Garlic Paste,2500,8,3,2300,100,False,100,25.0,23.0,2.0,Low Discount,Low Stock,Budget,Light,Bulk Pack,125
Cooking Essentials,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,False,60,15.0,15.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,126
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,31500,1,6,30900,500,False,500,315.0,309.0,6.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,127
Cooking Essentials,Tata Sampann Unpolished Moong Dal ,9200,4,4,8800,500,False,500,92.0,88.0,4.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,128
Cooking Essentials,Aashirvaad Select Atta,6400,0,6,6400,1000,False,1,64.0,64.0,0.0,No Discount,In Stock,Affordable,Heavy,Single,129
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,1500,0,4,1500,100,False,100,15.0,15.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,130
Cooking Essentials,Gowardhan Ghee Jar,59800,3,6,57900,1000,False,1,598.0,579.0,19.0,Low Discount,In Stock,Premium,Heavy,Single,131
Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,False,70,20.0,20.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,132
Cooking Essentials,Popular Essentials Refined Sugar,6000,0,6,6000,1000,False,1,60.0,60.0,0.0,No Discount,In Stock,Affordable,Heavy,Single,133
Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,21600,7,6,19900,1000,False,1,216.0,199.0,17.0,Low Discount,In Stock,Affordable,Heavy,Single,134
Cooking Essentials,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,False,38,15.0,15.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,135
Cooking Essentials,Satyam Puffed Rice Kurmura (R),2300,0,6,2300,200,False,200,23.0,23.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,136
Cooking Essentials,Quaker Oats,7900,0,2,7900,400,False,400,79.0,79.0,0.0,No Discount,Low Stock,Affordable,Medium,Bulk Pack,137
Cooking Essentials,Aashirvaad Select Sharbati Atta,31500,10,6,28300,5000,False,5,315.0,283.0,32.0,Low Discount,In Stock,Mid-Range,Bulk,Medium Pack,138
Cooking Essentials,Popular Essentials Refined Sugar,29500,10,6,26500,5000,False,5,295.0,265.0,30.0,Low Discount,In Stock,Mid-Range,Bulk,Medium Pack,139
Cooking Essentials,Gowardhan Cow Ghee Pouch,57900,10,6,52100,1000,False,1,579.0,521.0,58.0,Low Discount,In Stock,Premium,Heavy,Single,140
Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,21000,5,6,19900,1000,False,1,210.0,199.0,11.0,Low Discount,In Stock,Affordable,Heavy,Single,141
Cooking Essentials,Parachute Oil ,4000,7,3,3700,100,False,100,40.0,37.0,3.0,Low Discount,Low Stock,Budget,Light,Bulk Pack,142
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),1800,0,6,1800,100,False,100,18.0,18.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,143
Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,False,200,56.0,54.0,2.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,144
Cooking Essentials,Saffola Gold (Jar),124000,0,6,124000,5000,False,5,1240.0,1240.0,0.0,No Discount,In Stock,High-End,Bulk,Medium Pack,145
Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,False,240,120.0,118.0,2.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,146
Cooking Essentials,Fortune Rice Bran Health Oil (Jar),105000,1,6,103900,5000,False,5,1050.0,1039.0,11.0,Low Discount,In Stock,High-End,Bulk,Medium Pack,147
Cooking Essentials,Arden Desi Eggs,11000,13,4,9500,348,False,6,110.0,95.0,15.0,Medium Discount,Low Stock,Affordable,Medium,Large Pack,148
Cooking Essentials,Fortune Rozana Basmati Rice,58500,21,6,46200,5000,False,5,585.0,462.0,123.0,Medium Discount,In Stock,Mid-Range,Bulk,Medium Pack,149
Cooking Essentials,Fortune Biriyani Special Basmati Rice,17500,0,5,17500,1000,False,1,175.0,175.0,0.0,No Discount,Low Stock,Affordable,Heavy,Single,150
Cooking Essentials,Everest Garam Masala,7800,7,5,7200,100,False,100,78.0,72.0,6.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,151
Cooking Essentials,Popular Essentials Pumpkin Seeds,9000,16,6,7500,100,False,100,90.0,75.0,15.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,152
Cooking Essentials,Fortune Soya Health Refined Soybean Oil,21000,1,2,20600,1000,False,1,210.0,206.0,4.0,Low Discount,Low Stock,Mid-Range,Heavy,Single,153
Cooking Essentials,Gowardhan Pure Ghee Pouch,29500,4,6,28100,500,False,500,295.0,281.0,14.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,154
Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,4000,5,3,3800,100,False,100,40.0,38.0,2.0,Low Discount,Low Stock,Budget,Light,Bulk Pack,155
Cooking Essentials,Weikfield Baking Soda,3000,3,6,2900,100,False,100,30.0,29.0,1.0,Low Discount,In Stock,Budget,Light,Bulk Pack,156
Cooking Essentials,Everest Pav Bhaji Masala,3700,10,4,3300,50,False,50,37.0,33.0,4.0,Low Discount,Low Stock,Budget,Light,Bulk Pack,157
Cooking Essentials,Tata Sampann Unpolished Chana Dal,9500,6,2,8900,1000,False,500,95.0,89.0,6.0,Low Discount,Low Stock,Affordable,Heavy,Bulk Pack,158
Cooking Essentials,Amul Mithai Mate EOE Tin,11200,2,6,10900,400,False,400,112.0,109.0,3.0,Low Discount,In Stock,Affordable,Medium,Bulk Pack,159
Cooking Essentials,Pillsbury Chakki Fresh Atta,45000,16,6,37500,10000,False,10,450.0,375.0,75.0,Medium Discount,In Stock,Mid-Range,Bulk,Large Pack,160
Cooking Essentials,Everest Chicken Masala,3900,2,1,3800,50,False,50,39.0,38.0,1.0,Low Discount,Low Stock,Budget,Light,Bulk Pack,161
Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),20500,7,6,19000,1000,False,1,205.0,190.0,15.0,Low Discount,In Stock,Affordable,Heavy,Single,162
Cooking Essentials,Borges Extra Virgin Olive Oil,40000,25,1,29900,250,False,250,400.0,299.0,101.0,Medium Discount,Low Stock,Mid-Range,Light,Bulk Pack,163
Cooking Essentials,Everest Shahi Biryani Masala,7000,14,6,6000,50,False,50,70.0,60.0,10.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,164
Cooking Essentials,Popular Essentials Californian Almond,35000,28,6,25100,250,False,250,350.0,251.0,99.0,High Discount,In Stock,Mid-Range,Light,Bulk Pack,165
Cooking Essentials,Popular Essentials Ajwain Whole,2500,0,4,2500,50,False,50,25.0,25.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,166
Cooking Essentials,Everest Tikhalal Chilli Powder,23500,9,6,21200,500,False,500,235.0,212.0,23.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,167
Cooking Essentials,Popular Essentials Kabuli Chana Regular,8500,9,6,7700,500,False,500,85.0,77.0,8.0,Low Discount,In Stock,Affordable,Medium,Bulk Pack,168
Cooking Essentials,Pillsbury Chakki Fresh Atta,5200,0,4,5200,1000,False,1,52.0,52.0,0.0,No Discount,Low Stock,Affordable,Heavy,Single,169
Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,4500,2,6,4400,100,False,100,45.0,44.0,1.0,Low Discount,In Stock,Budget,Light,Bulk Pack,170
Cooking Essentials,Popular Essentials Bansi Sooji,3500,2,3,3400,500,False,500,35.0,34.0,1.0,Low Discount,Low Stock,Budget,Medium,Bulk Pack,171
Cooking Essentials,Happilo Premium International Queen Kalmi Dates,24500,29,6,17200,200,False,200,245.0,172.0,73.0,High Discount,In Stock,Affordable,Light,Bulk Pack,172
Cooking Essentials,Tata Sampann Unpolished Urad Whole,10100,6,4,9400,500,False,500,101.0,94.0,7.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,173
Cooking Essentials,Popular Essentials Cashew Split,32500,12,6,28300,250,False,250,325.0,283.0,42.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,174
